Age,AnnualIncome,CreditScore,EmploymentStatus,Experience,LoanAmount,LoanDuration,HomeOwnershipStatus,CreditUtilization,DebtToIncome,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,MonthlyIncome,UtilityPaymentScore,JobTenure,NetWorth,InterestRate,LoanApproved,NewLoanApproved,RiskScore
43,43564,549,Self-Employed,18,22584,48,Mortgage,38%,38%,0,Home,0,23,3,856,3630.33,85.67,4,3041,29.17,0,Rejected,61
50,101199,598,Employed,27,7447,48,Own,13%,38%,0,Debt Consolidation,0,30,17,6883,8433.25,67.31,4,68305,21.74,1,Approved,40
39,24516,615,Employed,17,10734,36,Own,32%,18%,1,Debt Consolidation,0,19,1,2393,2043,60.74,4,9054,20.32,0,Rejected,65
37,15000,600,Unemployed,15,21531,36,Mortgage,52%,3%,0,Home,0,27,8,1474,1250,92.69,2,217509,21.39,0,Rejected,50
22,30311,566,Employed,2,10612,84,Rent,48%,49%,0,Home,1,30,16,15441,2525.92,86.85,5,1889,27.29,0,Rejected,64
56,69716,652,Employed,32,31568,72,Own,27%,12%,0,Other,0,26,20,204,5809.67,86.68,2,45823,23.31,0,Rejected,44
37,53460,474,Employed,17,30402,36,Mortgage,7%,27%,0,Home,0,24,6,1946,4455,98.42,6,9414,27.5,0,Rejected,53
46,108450,569,Employed,23,18349,48,Mortgage,14%,7%,0,Home,0,24,6,2643,9037.5,71.71,8,2704,21.13,1,Approved,40
48,35049,637,Employed,25,22035,96,Rent,21%,41%,0,Auto,0,26,13,3363,2920.75,89.61,6,6603,25.06,0,Rejected,54
32,35866,608,Employed,13,23226,48,Mortgage,8%,42%,0,Auto,0,39,6,4097,2988.83,90.3,8,8034,19.88,0,Rejected,55
37,96213,575,Employed,17,20717,72,Mortgage,21%,16%,0,Home,0,24,20,2190,8017.75,87.36,3,8756,27.33,0,Rejected,49
56,53579,620,Employed,35,10961,72,Other,51%,11%,0,Home,1,28,24,4433,4464.92,68.62,3,59861,18.29,1,Approved,42
26,142199,534,Employed,4,54583,60,Mortgage,18%,39%,0,Home,0,20,10,1408,11849.92,69.67,4,33424,31.75,0,Rejected,51
65,45088,592,Employed,40,22153,48,Own,58%,10%,0,Debt Consolidation,0,32,5,8780,3757.33,89.83,4,125609,22.87,0,Rejected,50
31,36397,488,Unemployed,9,41642,60,Mortgage,37%,39%,0,Auto,0,24,13,54766,3033.08,75.62,7,22664,34.16,0,Rejected,58
25,40300,578,Employed,1,42746,60,Mortgage,21%,18%,0,Education,0,27,1,2964,3358.33,75.44,8,26702,22.92,0,Rejected,55
41,55090,557,Employed,16,21932,60,Mortgage,44%,2%,1,Home,0,23,2,859,4590.83,79.58,5,22093,25.29,0,Rejected,67
66,61788,619,Employed,41,12267,72,Rent,28%,17%,0,Auto,0,19,15,1508,5149,88.46,9,26690,22.04,0,Rejected,47
18,49953,537,Employed,0,20441,36,Mortgage,44%,3%,0,Home,1,23,14,3569,4162.75,75.65,4,497556,24.6,0,Rejected,52
38,33799,573,Employed,17,10075,72,Mortgage,25%,17%,0,Auto,0,23,26,1870,2816.58,87.85,1,64050,24.87,0,Rejected,49
45,91791,583,Employed,22,20363,36,Rent,2%,9%,0,Debt Consolidation,0,27,27,2552,7649.25,87.14,5,234266,20.91,1,Approved,35
40,60822,535,Employed,19,22802,24,Other,43%,7%,0,Education,0,24,26,1441,5068.5,89.29,3,13108,21.96,0,Rejected,51
44,56357,622,Employed,18,19826,48,Rent,12%,6%,0,Auto,0,30,29,775,4696.42,88.87,3,8104,19.46,1,Approved,37
31,29931,559,Employed,7,18191,36,Own,10%,23%,0,Other,0,21,27,3914,2494.25,50.18,9,325173,21.16,0,Rejected,47
32,80592,553,Employed,9,10343,12,Mortgage,61%,33%,1,Other,0,21,9,802,6716,89.71,9,9196,19.05,0,Rejected,68
38,50363,536,Employed,14,8751,24,Rent,57%,22%,0,Home,0,23,19,2636,4196.92,79,6,5247,17.26,1,Approved,42
26,35230,581,Employed,3,40870,48,Rent,27%,42%,0,Other,0,19,19,1921,2935.83,80.62,3,30491,24.28,0,Rejected,57
39,30159,557,Employed,17,15473,84,Rent,52%,20%,0,Debt Consolidation,0,25,10,1847,2513.25,53.96,5,120823,27.03,0,Rejected,48
35,70027,556,Employed,12,20786,24,Other,64%,38%,0,Auto,0,32,27,3747,5835.58,77.7,5,10861,20.7,1,Approved,45
34,36997,421,Employed,12,13501,48,Mortgage,39%,37%,0,Home,0,21,23,3462,3083.08,74,3,67288,33.74,0,Rejected,53
43,34569,549,Employed,17,26966,36,Own,19%,75%,0,Debt Consolidation,0,29,24,990,2880.75,75.38,3,3252,26.89,0,Rejected,58
18,44254,487,Employed,0,52673,96,Own,27%,22%,0,Home,1,20,21,17973,3687.83,94.29,4,156707,39.55,0,Rejected,55
37,102728,571,Employed,13,10727,84,Mortgage,15%,17%,0,Auto,1,29,24,483,8560.67,68.62,3,81167,26.26,1,Approved,42
67,101544,614,Unemployed,46,15401,12,Mortgage,30%,13%,0,Education,0,27,17,5895,8462,94.5,8,19665,18.26,1,Approved,39
26,61887,536,Employed,5,24520,48,Other,7%,54%,0,Debt Consolidation,1,23,5,10863,5157.25,71.03,5,15129,22.25,0,Rejected,65
55,77961,543,Employed,36,19096,24,Rent,32%,5%,0,Home,0,19,24,979,6496.75,95.99,4,185513,20.92,1,Approved,37
40,48872,633,Employed,17,27437,36,Rent,27%,56%,0,Home,0,22,13,3806,4072.67,78.52,4,149082,23.18,0,Rejected,52
32,49459,581,Employed,11,18235,96,Mortgage,11%,52%,0,Auto,0,23,6,21019,4121.58,82.57,7,116319,28.45,0,Rejected,56
24,133711,605,Employed,0,4342,60,Mortgage,36%,15%,0,Auto,1,19,15,5394,11142.58,86.34,5,307126,21.42,1,Approved,36
41,49597,572,Employed,18,28481,24,Own,34%,35%,0,Other,1,30,27,1833,4133.08,77.25,3,6016,21.07,0,Rejected,61
57,35605,546,Employed,34,34446,48,Rent,16%,35%,0,Auto,1,22,10,4053,2967.08,39.78,3,152038,23.65,0,Rejected,56
35,15000,550,Employed,15,37537,24,Mortgage,55%,43%,0,Home,0,34,14,13630,1250,87.89,3,27444,23.75,0,Rejected,59
39,169332,572,Employed,15,24394,12,Own,60%,14%,0,Home,1,31,6,522,14111,33.14,3,91515,21.43,1,Approved,45
52,205563,607,Employed,31,28710,60,Other,20%,19%,0,Home,0,22,14,2839,17130.25,79.98,7,15621,27.63,1,Approved,36
44,29061,633,Employed,24,10646,12,Mortgage,6%,14%,0,Debt Consolidation,0,17,20,1118,2421.75,79.08,6,43763,17.76,0,Rejected,48
21,78034,587,Employed,0,44640,60,Rent,60%,39%,0,Home,0,17,11,10631,6502.83,90.5,2,10733,26.75,0,Rejected,55
41,95824,635,Employed,21,40849,24,Mortgage,5%,27%,0,Debt Consolidation,0,25,5,1526,7985.33,93.23,6,3108,17.46,0,Rejected,49
58,85122,560,Employed,40,23957,84,Rent,31%,35%,0,Auto,0,14,5,1404,7093.5,90.05,4,141669,29.59,0,Rejected,51
39,49920,599,Employed,14,37613,48,Own,29%,38%,0,Home,1,27,16,457,4160,94.66,2,25870,21.63,0,Rejected,61
18,29448,579,Unemployed,0,4934,36,Rent,43%,20%,0,Home,0,19,24,12767,2454,95.46,8,43377,23.87,0,Rejected,56
44,61186,610,Employed,25,15017,72,Other,5%,29%,0,Debt Consolidation,0,24,2,1129,5098.83,80.04,1,29715,22.23,0,Rejected,52
37,64547,529,Employed,16,33813,36,Own,47%,16%,0,Auto,0,18,13,4784,5378.92,84.76,5,1761,25.21,0,Rejected,51
18,35888,490,Employed,0,16185,72,Mortgage,10%,57%,0,Education,0,25,11,2872,2990.67,92.57,5,10885,34.34,0,Rejected,58
19,43991,612,Employed,0,15234,36,Mortgage,66%,45%,0,Education,0,31,6,11074,3665.92,89.2,2,3306,16.92,0,Rejected,58
51,107185,621,Employed,32,22197,72,Rent,58%,9%,0,Auto,0,19,14,1488,8932.08,78.44,3,61385,22.35,1,Approved,36
31,83939,547,Employed,11,18678,48,Other,19%,33%,0,Auto,0,21,8,1634,6994.92,96.17,0,354557,23.73,1,Approved,38
29,94982,512,Employed,5,22655,60,Own,33%,25%,0,Debt Consolidation,0,27,19,381,7915.17,82.74,0,21248,26.4,1,Approved,41
39,67702,579,Employed,17,25960,48,Rent,18%,20%,0,Debt Consolidation,0,19,11,1879,5641.83,73.54,5,51647,22.95,0,Rejected,49
32,41398,516,Employed,9,14563,36,Mortgage,78%,16%,0,Home,0,22,21,6010,3449.83,65.53,4,45989,21.24,1,Approved,42
41,108970,580,Employed,19,11215,36,Mortgage,12%,59%,0,Education,0,24,16,5680,9080.83,61.59,12,24879,21.48,1,Approved,45
37,21957,464,Employed,10,17466,60,Own,27%,40%,0,Home,0,35,18,3423,1829.75,77.93,4,27071,32.17,0,Rejected,58
25,49659,555,Employed,5,22861,72,Mortgage,55%,21%,0,Debt Consolidation,0,16,7,4981,4138.25,92.94,3,4404,30.19,0,Rejected,55
33,91223,659,Employed,10,14877,48,Mortgage,61%,70%,0,Auto,0,21,20,16648,7601.92,88.45,11,53628,19.28,1,Approved,41
45,79511,532,Employed,19,41562,12,Mortgage,23%,84%,1,Home,0,17,11,12896,6625.92,86.77,9,54299,27.86,0,Rejected,68
40,70390,534,Employed,18,29154,96,Rent,4%,26%,0,Education,1,40,16,573,5865.83,72.29,5,27129,30.94,0,Rejected,57
39,97436,549,Employed,18,13516,24,Mortgage,35%,45%,0,Home,0,24,6,13157,8119.67,90.01,4,62869,21.86,1,Approved,44
63,163787,624,Employed,39,16269,60,Mortgage,12%,35%,0,Home,0,21,10,2893,13648.92,71.97,2,3701,22.51,1,Approved,38
48,24700,515,Employed,23,35394,72,Mortgage,39%,19%,0,Debt Consolidation,0,22,18,2305,2058.33,58.76,6,54075,25.38,0,Rejected,50
50,63223,632,Employed,29,36135,36,Rent,52%,15%,0,Other,0,24,13,1692,5268.58,80.18,7,14475,24.45,0,Rejected,48
38,34566,593,Employed,13,17312,60,Mortgage,34%,25%,0,Debt Consolidation,0,25,1,2233,2880.5,65.45,5,29540,24.27,0,Rejected,57
42,87108,570,Employed,19,43118,24,Rent,12%,6%,0,Debt Consolidation,0,26,27,6034,7259,65.68,4,791769,19.24,1,Approved,32
34,71250,483,Employed,10,13204,60,Rent,38%,29%,0,Home,0,21,18,7079,5937.5,79.27,4,7672,26.2,0,Rejected,52
49,27855,506,Employed,24,26503,48,Mortgage,22%,48%,0,Home,0,18,7,2947,2321.25,72.37,5,10577,25.02,0,Rejected,59
38,44003,557,Employed,14,15316,36,Mortgage,25%,49%,0,Other,1,23,4,1776,3666.92,97.07,9,50800,19.35,0,Rejected,64
42,22750,558,Unemployed,20,14418,60,Mortgage,28%,6%,1,Debt Consolidation,0,18,16,2333,1895.83,74.25,9,6410,22.57,0,Rejected,67
41,75035,575,Employed,20,23659,48,Own,7%,33%,0,Other,0,17,15,2418,6252.92,97.31,2,203820,26.28,0,Rejected,49
39,35874,562,Unemployed,11,30333,24,Mortgage,28%,14%,0,Other,0,24,21,2850,2989.5,93.39,9,11588,18.66,0,Rejected,54
75,37554,687,Employed,54,50362,72,Mortgage,28%,28%,0,Home,0,25,28,5384,3129.5,62.51,4,47596,21.71,0,Rejected,47
32,37345,580,Employed,9,15130,60,Mortgage,22%,24%,0,Home,0,16,20,16705,3112.08,84.56,3,16374,26.21,0,Rejected,53
31,58392,481,Employed,7,24749,24,Rent,7%,21%,0,Home,0,29,20,8758,4866,81.22,3,61634,28.57,0,Rejected,49
48,59004,607,Employed,24,15423,60,Rent,22%,11%,0,Home,0,21,3,2360,4917,87.21,8,117832,20.55,0,Rejected,46
32,33289,597,Unemployed,5,39011,36,Rent,49%,37%,0,Auto,0,29,7,1368,2774.08,90.21,4,18708,23.44,0,Rejected,60
36,38285,588,Employed,13,10273,36,Rent,22%,9%,0,Auto,0,33,2,3766,3190.42,91.75,3,44061,19.47,0,Rejected,55
26,37804,602,Employed,4,28476,36,Rent,33%,25%,0,Auto,0,25,21,10837,3150.33,66.16,3,21557,21.25,0,Rejected,50
45,23167,540,Employed,19,36272,48,Own,31%,33%,0,Home,0,28,17,9379,1930.58,70.86,5,71969,27.42,0,Rejected,54
46,16566,599,Unemployed,24,29214,48,Own,9%,5%,0,Education,1,19,8,5934,1380.5,56.17,6,147946,22.94,0,Rejected,57
36,40017,573,Employed,12,50349,12,Other,63%,50%,0,Other,0,24,26,2785,3334.75,65.88,3,11077,21.16,0,Rejected,61
48,73871,473,Unemployed,25,34313,12,Own,60%,33%,0,Education,0,25,22,7411,6155.92,76.78,3,92845,21.03,0,Rejected,56
18,46802,620,Employed,0,14047,36,Rent,39%,27%,0,Debt Consolidation,0,20,29,867,3900.17,92,8,134413,15.84,1,Approved,37
31,154575,539,Employed,7,48935,72,Mortgage,34%,27%,0,Education,0,15,19,622,12881.25,79.7,4,1890,29.93,0,Rejected,50
37,73380,511,Employed,15,11143,48,Mortgage,34%,54%,0,Other,0,28,13,6597,3083.5,30.34,3,2229,23.33,0,Rejected,58
25,44808,497,Employed,6,38829,36,Mortgage,57%,14%,0,Home,0,17,16,3786,3734,97.89,5,36616,26.81,0,Rejected,52
19,42224,579,Employed,0,17630,24,Own,14%,35%,0,Debt Consolidation,0,32,2,7601,3518.67,71.21,4,222456,23.71,0,Rejected,54
36,72794,502,Employed,17,11224,36,Mortgage,20%,41%,0,Home,1,28,1,3842,6066.17,49.78,4,54590,22.03,1,Approved,50
48,39330,562,Employed,26,34566,36,Mortgage,17%,25%,0,Education,1,31,27,2047,3277.5,86.06,3,7696,20.99,0,Rejected,58
55,60957,624,Employed,37,13081,96,Mortgage,13%,25%,0,Auto,0,20,18,2666,5079.75,79.81,2,502236,26.93,1,Approved,32
33,42210,561,Employed,11,24964,12,Rent,66%,8%,0,Auto,0,24,18,1857,3517.5,66.69,4,36500,20.55,0,Rejected,53
48,58467,499,Employed,25,29410,36,Other,11%,31%,1,Debt Consolidation,0,26,20,2357,4872.25,89.48,6,217644,31.79,0,Rejected,61
47,30683,558,Employed,23,28687,24,Mortgage,13%,28%,0,Home,0,26,8,17136,2556.92,95.89,7,38141,17.97,0,Rejected,53
54,15000,595,Employed,30,26012,108,Rent,21%,4%,0,Other,0,18,18,11486,1250,72.38,3,49927,26.74,0,Rejected,52
35,33043,600,Employed,11,19656,84,Own,6%,45%,0,Other,0,22,6,2735,2753.58,66.57,4,49317,24.51,0,Rejected,55
18,110202,545,Employed,0,16686,84,Mortgage,22%,22%,0,Debt Consolidation,0,19,3,1170,9183.5,72.82,6,28588,28.55,0,Rejected,54
40,84853,613,Employed,18,23789,36,Other,45%,6%,0,Education,0,21,5,1317,7071.08,73.17,6,4105,19.17,0,Rejected,49
27,19599,555,Self-Employed,5,13838,48,Mortgage,52%,20%,0,Home,0,27,24,2609,1633.25,73.54,7,2575,22.62,0,Rejected,58
31,55342,531,Employed,10,19048,48,Rent,35%,59%,0,Other,0,28,10,1564,4611.83,70.86,4,575611,23.93,1,Approved,40
36,51373,494,Employed,13,10059,48,Own,1%,18%,0,Education,0,24,28,773,4281.08,92.24,6,5716,23.17,1,Approved,39
35,55527,654,Employed,16,10924,120,Mortgage,19%,14%,0,Auto,0,24,15,2924,4627.25,91.1,3,109424,22.84,1,Approved,31
41,23483,613,Employed,16,32523,24,Mortgage,11%,39%,0,Debt Consolidation,0,30,12,1721,1956.92,85.05,8,32274,22.31,0,Rejected,52
48,31239,585,Employed,27,19934,24,Rent,49%,27%,0,Other,0,23,2,4482,2603.25,68.44,5,186901,18.33,0,Rejected,54
35,79340,648,Self-Employed,12,30011,84,Mortgage,20%,47%,0,Debt Consolidation,0,24,12,1787,3606.17,81.11,6,12589,19.77,0,Rejected,55
44,145836,599,Unemployed,21,26051,96,Mortgage,45%,51%,0,Debt Consolidation,0,34,5,369,12153,76.25,3,70143,23.93,1,Approved,48
40,83614,632,Employed,15,40534,60,Own,53%,20%,0,Home,1,24,14,5013,6967.83,79.7,5,44508,19.12,1,Approved,44
51,31449,541,Employed,32,16832,60,Mortgage,41%,45%,0,Home,1,30,4,5734,2620.75,88.4,3,110041,27.84,0,Rejected,63
37,37869,586,Self-Employed,15,15285,60,Own,63%,11%,0,Education,0,23,28,3499,3155.75,96.97,5,57096,27.27,0,Rejected,54
39,54633,597,Employed,15,10109,48,Mortgage,23%,35%,0,Other,0,20,15,3732,4552.75,87.88,4,19465,22.15,0,Rejected,54
35,36976,560,Employed,9,28766,72,Rent,63%,46%,0,Home,0,21,12,3337,3081.33,83.11,4,1114,23.8,0,Rejected,59
38,59583,607,Self-Employed,16,13579,84,Rent,48%,21%,0,Auto,0,33,5,112128,4965.25,70.07,6,100162,23.61,1,Approved,41
30,58170,627,Employed,9,24962,60,Mortgage,32%,11%,0,Home,1,16,14,9155,4847.5,66.24,5,3260,22.6,0,Rejected,53
29,38809,523,Employed,2,45042,84,Rent,76%,47%,0,Other,0,21,23,1437,3234.08,56.54,9,99518,31.93,0,Rejected,57
49,20052,678,Unemployed,25,17204,60,Own,7%,34%,0,Home,0,27,11,1913,1671,73.4,7,4501,16.5,0,Rejected,52
27,62687,566,Employed,2,14272,84,Other,19%,53%,0,Home,0,31,29,159,5223.92,68.69,4,5032,26.67,0,Rejected,57
36,27370,511,Employed,16,38467,48,Rent,26%,34%,0,Debt Consolidation,0,27,22,2126,2280.83,88.23,9,41371,25.48,0,Rejected,56
52,84051,580,Employed,28,15325,96,Mortgage,10%,14%,0,Auto,0,25,6,4046,7004.25,88.39,3,118978,27.35,0,Rejected,46
35,193876,584,Employed,15,18326,108,Own,63%,44%,0,Auto,0,28,4,5256,16156.33,49.24,5,27759,27.96,1,Approved,47
49,19967,600,Employed,29,14180,24,Other,16%,16%,0,Auto,0,24,5,9416,1663.92,77.49,4,225685,16.36,0,Rejected,46
32,35334,513,Employed,8,23153,36,Mortgage,65%,15%,0,Home,0,21,13,19014,2944.5,78.26,4,154660,23.95,0,Rejected,49
27,31524,572,Unemployed,3,13797,60,Other,45%,29%,0,Debt Consolidation,0,23,3,19009,2627,78.52,6,137100,27.94,0,Rejected,56
20,53212,546,Employed,0,37683,48,Mortgage,41%,41%,0,Education,0,17,7,3754,4434.33,93.24,4,418106,25.53,0,Rejected,52
55,15000,581,Employed,30,10206,60,Own,68%,23%,0,Home,0,26,16,1881,1250,87.53,2,1704,22.09,0,Rejected,56
26,32620,490,Employed,4,18777,24,Mortgage,27%,7%,0,Education,0,11,29,737,2718.33,84.43,6,67115,25.63,0,Rejected,49
48,29523,576,Employed,26,37336,84,Other,4%,32%,0,Auto,0,23,3,881,2460.25,64.67,4,27232,22.9,0,Rejected,58
28,130901,581,Employed,6,29989,72,Own,13%,14%,0,Debt Consolidation,0,31,17,1861,10908.42,86.22,5,48690,20.36,1,Approved,38
55,170725,491,Employed,33,33907,84,Rent,28%,16%,0,Debt Consolidation,0,37,29,27521,14227.08,63.84,5,27329,37.61,1,Approved,38
66,47574,637,Employed,41,15140,60,Rent,9%,32%,0,Education,0,19,23,5248,3964.5,87.06,6,69811,21.72,0,Rejected,49
19,25125,566,Employed,0,13460,84,Mortgage,30%,18%,0,Debt Consolidation,0,20,12,10471,2093.75,95.37,1,28356,28.88,0,Rejected,52
26,24214,597,Unemployed,5,10621,72,Own,36%,52%,0,Debt Consolidation,0,18,14,2479,2017.83,95.47,5,84401,25.16,0,Rejected,61
49,50484,570,Employed,29,14833,36,Rent,50%,53%,0,Debt Consolidation,0,15,22,3201,4207,78.41,6,25954,22.35,0,Rejected,59
46,17870,474,Employed,20,18047,96,Own,10%,37%,0,Home,0,22,6,5103,1489.17,83.15,6,45332,36.23,0,Rejected,57
49,71120,497,Employed,27,12658,36,Mortgage,31%,15%,0,Other,0,28,26,12805,5926.67,76.48,2,10879,27.05,1,Approved,40
33,40055,486,Employed,12,11124,36,Mortgage,22%,19%,0,Debt Consolidation,0,26,8,1702,3337.92,71.63,1,42351,21.5,1,Approved,42
63,79229,590,Employed,41,26522,36,Mortgage,38%,11%,0,Other,0,27,11,4621,6602.42,69.39,2,141153,21.6,1,Approved,37
41,69683,561,Employed,17,28948,60,Rent,10%,9%,0,Debt Consolidation,0,15,2,9397,5806.92,85.91,6,60927,26.89,0,Rejected,51
25,104407,563,Self-Employed,1,20608,60,Rent,48%,47%,0,Debt Consolidation,1,23,5,1063,8700.58,76.77,3,39055,21.83,0,Rejected,67
36,90624,635,Employed,15,24879,60,Rent,11%,53%,0,Education,1,19,13,485,7552,44.75,1,3449,20.95,0,Rejected,59
25,43963,580,Employed,3,22229,36,Mortgage,18%,29%,0,Auto,0,22,10,7121,3663.58,82.88,5,152349,19.58,0,Rejected,48
59,67405,576,Employed,39,18624,48,Rent,50%,13%,0,Other,0,18,24,447,5617.08,57.98,7,3330,19.24,1,Approved,41
32,15000,574,Employed,9,24838,24,Other,4%,25%,0,Debt Consolidation,0,29,14,3021,1250,80.71,5,42723,20.79,0,Rejected,53
45,54025,554,Employed,20,18258,36,Mortgage,18%,34%,0,Other,0,25,16,6829,4502.08,74.5,5,36933,23.33,1,Approved,42
34,71957,543,Employed,13,22816,96,Mortgage,35%,56%,0,Debt Consolidation,0,26,28,664,5996.42,88.28,2,1104,27.29,0,Rejected,58
32,40042,491,Employed,8,12151,36,Other,24%,72%,0,Home,0,33,8,749,3336.83,91.83,4,86317,29.92,0,Rejected,58
18,81873,513,Employed,0,36429,24,Own,49%,34%,0,Education,1,23,23,3528,6822.75,57.26,6,3094,22.21,0,Rejected,60
47,16640,484,Employed,27,27251,24,Rent,28%,24%,0,Other,0,34,23,11547,1386.67,84.86,4,7933,24.21,0,Rejected,54
55,33903,592,Unemployed,31,15642,120,Rent,54%,36%,0,Auto,0,19,28,4406,2825.25,67.49,5,9792,23.12,0,Rejected,59
29,24028,581,Self-Employed,2,42111,96,Rent,6%,3%,0,Debt Consolidation,0,28,25,3492,2002.33,76.9,8,29835,28.94,0,Rejected,54
21,39031,563,Employed,0,22554,72,Other,63%,28%,0,Auto,0,17,26,2343,3252.58,74.2,3,107307,26.4,0,Rejected,51
49,32827,492,Employed,27,31312,24,Rent,50%,49%,0,Debt Consolidation,0,18,16,1735,2735.58,51.92,1,9128,23.82,0,Rejected,58
20,18775,590,Employed,0,18770,60,Mortgage,21%,2%,0,Home,0,26,24,9694,1564.58,84.15,5,194943,22.36,0,Rejected,48
54,51317,663,Self-Employed,28,18582,60,Mortgage,13%,23%,0,Home,0,22,14,2429,4276.42,82.77,6,285921,20.8,1,Approved,34
29,97601,589,Employed,6,29195,72,Mortgage,66%,24%,1,Debt Consolidation,0,27,18,6464,8133.42,80.82,4,4010,26.67,0,Rejected,65
26,78876,569,Unemployed,5,46534,48,Rent,16%,46%,0,Debt Consolidation,0,20,7,1401,6573,36.26,5,106646,25.95,0,Rejected,55
42,35384,584,Employed,20,7644,96,Mortgage,18%,17%,0,Home,0,20,13,844,2948.67,62.11,1,35354,26.85,0,Rejected,50
27,30711,467,Employed,4,29430,72,Other,6%,6%,0,Other,0,20,11,10100,2559.25,72.2,5,4360,29.08,0,Rejected,50
31,25644,595,Employed,8,40617,60,Mortgage,69%,11%,1,Home,0,19,12,15162,2137,63.87,9,1483,28.05,0,Rejected,66
44,18505,594,Employed,18,27101,36,Mortgage,20%,63%,0,Other,0,20,19,2124,1542.08,79.08,3,13300,22.68,0,Rejected,60
18,58796,589,Employed,0,33937,60,Rent,47%,29%,0,Other,0,23,17,16669,4899.67,90.28,6,83131,24.29,0,Rejected,51
59,25947,582,Employed,36,15868,48,Rent,35%,13%,0,Auto,0,23,10,1968,2162.25,72.95,5,103401,24.47,0,Rejected,48
40,74145,558,Employed,18,32338,72,Own,11%,38%,0,Auto,0,18,11,2375,6178.75,84.86,4,7673,27.82,0,Rejected,53
24,134952,574,Employed,1,12793,48,Rent,21%,25%,0,Auto,0,19,19,3411,11246,80.44,5,17486,18.55,1,Approved,40
27,56862,589,Employed,6,37930,48,Other,34%,54%,0,Auto,0,24,26,2013,4738.5,93.71,6,217882,23.16,0,Rejected,54
51,68536,568,Employed,27,34331,84,Other,15%,21%,0,Home,0,25,16,5997,5711.33,52.15,6,68803,28.7,0,Rejected,49
47,75011,490,Employed,25,34611,120,Mortgage,8%,37%,0,Auto,0,21,20,2107,6250.92,51.78,3,16415,32.66,0,Rejected,53
56,45371,564,Employed,33,13740,48,Rent,31%,20%,0,Auto,0,23,15,656,3780.92,78.48,5,70659,18.86,1,Approved,41
31,43402,546,Employed,5,68122,60,Mortgage,10%,38%,0,Auto,0,17,19,5011,3616.83,79.24,5,10828,29.87,0,Rejected,54
43,57722,558,Unemployed,19,7516,72,Mortgage,48%,19%,0,Home,0,28,11,19630,4810.17,90.24,5,14049,25.12,0,Rejected,54
45,32263,609,Employed,22,18335,48,Rent,13%,17%,0,Other,0,28,4,4881,2688.58,80.51,5,6744,18.23,0,Rejected,50
48,15000,666,Employed,27,21964,36,Own,69%,19%,0,Debt Consolidation,0,23,25,771,1250,76.3,2,89987,18.31,0,Rejected,46
53,32770,618,Employed,31,28784,36,Own,39%,5%,1,Auto,0,19,4,11798,2730.83,63.89,3,77566,18.4,0,Rejected,61
31,23252,578,Employed,11,15760,48,Mortgage,28%,15%,0,Education,0,29,11,2801,1937.67,87.21,6,105933,22.85,0,Rejected,48
38,65762,544,Employed,14,14639,72,Mortgage,28%,25%,0,Auto,0,22,12,8852,5480.17,94.05,6,91527,27.07,0,Rejected,50
32,17918,481,Employed,14,9852,48,Rent,50%,3%,0,Home,0,30,7,486,1493.17,85.73,5,165735,26.76,0,Rejected,50
39,150244,606,Employed,15,30180,60,Rent,7%,7%,0,Debt Consolidation,0,33,26,257,12520.33,66.17,11,21545,25.63,1,Approved,35
48,120609,552,Employed,24,30298,24,Mortgage,16%,12%,0,Auto,0,26,23,6069,10050.75,86.34,6,26689,21.23,1,Approved,38
20,67177,480,Employed,0,13145,36,Rent,27%,45%,1,Auto,0,17,21,3629,5598.08,87.89,9,46981,23.67,0,Rejected,68
53,34662,507,Employed,32,24739,36,Mortgage,9%,35%,0,Other,0,28,6,2684,2888.5,89.85,1,255457,25.49,0,Rejected,50
26,15000,465,Employed,4,27366,36,Other,34%,9%,1,Home,0,27,2,3625,1250,75.73,4,3075,25.67,0,Rejected,68
36,70618,605,Employed,17,8858,96,Other,35%,6%,0,Education,0,17,28,4879,5884.83,87.26,6,22902,24.37,0,Rejected,47
54,47492,664,Employed,30,30550,60,Other,45%,18%,0,Education,0,23,23,1464,3957.67,67.23,2,1107,16.36,0,Rejected,46
43,65467,604,Employed,21,16310,60,Own,18%,35%,0,Auto,0,21,23,671,5455.58,84.35,3,46868,17.54,1,Approved,40
44,61741,552,Employed,18,23161,108,Mortgage,33%,20%,0,Home,0,31,6,22135,5145.08,55.45,3,6993,27.33,0,Rejected,54
25,36006,566,Self-Employed,2,13992,36,Rent,41%,10%,0,Home,0,27,20,3669,3000.5,90.6,3,59453,19.59,1,Approved,42
27,20124,576,Employed,4,16161,60,Mortgage,20%,19%,0,Home,0,22,25,7048,1677,73.26,5,304122,21.09,0,Rejected,45
51,50849,622,Employed,28,10259,72,Rent,26%,15%,0,Auto,1,26,25,736,4237.42,91.21,7,303856,18.72,1,Approved,38
32,17265,613,Employed,11,33819,48,Rent,6%,46%,0,Auto,0,26,12,2616,1438.75,84.25,2,58171,24.43,0,Rejected,52
34,47129,601,Employed,12,16069,60,Own,15%,15%,0,Other,1,21,25,2097,3927.42,78.82,5,417588,23.54,0,Rejected,47
51,72045,611,Employed,28,30777,48,Own,37%,44%,0,Home,0,26,9,1408,6003.75,58.62,3,89283,23.75,0,Rejected,52
